  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   256,     P-688,   2022/11/18 07:00:41,           1-11,       6,         0.025,        -0.653,         0.995,         0.370,         20342,       0,    1,                                     BER,                                    STD2,                 H2O, 1668755116.75,         0.257,         0.187,         0.296,         0.187,       113.734,        -0.000,        -0.000,         1.800,        94.623,        35.772,         1.176,        88.065,         1.038,         2.095,       -0.0000,       -0.0000,    0,        43.562,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   257,     P-688,   2022/11/18 07:09:38,           1-11,       7,        -0.023,        -0.658,         1.040,         0.324,         20323,       0,    1,                                     BER,                                    STD2,                 H2O, 1668755653.79,         0.263,         0.190,         0.327,         0.183,       114.578,        -0.001,        -0.001,         1.800,        94.482,        35.718,         1.180,        88.137,         1.036,         2.080,       -0.0000,        0.0000,    0,        43.625,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   258,     P-688,   2022/11/18 07:18:35,           1-11,       8,         0.000,        -0.648,         1.044,         0.343,         20351,       0,    1,                                     BER,                                    STD2,                 H2O, 1668756191.36,         0.263,         0.193,         0.334,         0.183,       111.432,         0.000,        -0.002,         1.742,        94.641,        35.886,         1.170,        87.898,         1.037,         2.029,       -0.0000,        0.0000,    0,        43.688,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   259,     P-688,   2022/11/18 07:27:33,           1-11,       9,         0.012,        -0.659,         1.030,         0.360,         20361,       0,    1,                                     BER,                                    STD2,                 H2O, 1668756728.43,         0.271,         0.200,         0.323,         0.189,       113.586,        -0.000,        -0.001,         1.781,        94.708,        35.801,         1.177,        88.150,         1.036,         2.045,       -0.0000,       -0.0000,    0,        43.688,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   260,     P-688,   2022/11/18 07:36:30,           1-11,      10,        -0.011,        -0.652,         1.106,         0.333,         20336,       0,    1,                                     BER,                                    STD2,                 H2O, 1668757266.46,         0.246,         0.175,         0.295,         0.177,       112.202,        -0.000,        -0.001,         1.778,        94.523,        35.858,         1.174,        87.997,         1.035,         2.057,        0.0000,       -0.0000,    0,        43.750,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   261,     P-688,   2022/11/18 07:45:29,           1-11,      11,         0.019,        -0.637,         1.045,         0.356,         20356,       0,    1,                                     BER,                                    STD2,                 H2O, 1668757805.02,         0.216,         0.159,         0.290,         0.164,       111.170,        -0.000,        -0.001,         1.760,        94.661,        35.763,         1.176,        88.318,         1.039,         2.089,        0.0000,       -0.0000,    0,        43.688,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   262,     P-688,   2022/11/18 07:54:27,           1-11,      12,         0.005,        -0.642,         1.065,         0.344,         20198,       0,    1,                                     BER,                                    STD2,                 H2O, 1668758342.44,         0.244,         0.182,         0.317,         0.176,       112.433,        -0.001,        -0.001,         1.786,        93.841,        35.465,         1.173,        87.839,         1.036,         2.096,       -0.0000,        0.0000,    0,        43.750,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   263,     P-688,   2022/11/18 08:03:23,           1-11,      13,         0.009,        -0.642,         1.087,         0.348,         20362,       0,    1,                                     BER,                                    STD2,                 H2O, 1668758879.87,         0.264,         0.190,         0.320,         0.184,       110.803,        -0.000,        -0.001,         1.755,        94.705,        35.965,         1.169,        87.681,         1.038,         2.005,        0.0000,        0.0000,    0,        43.688,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   264,     P-688,   2022/11/18 08:12:20,           1-11,      14,        -0.014,        -0.679,         1.090,         0.345,         20263,       0,    1,                                     BER,                                    STD2,                 H2O, 1668759416.03,         0.242,         0.175,         0.297,         0.179,       114.660,        -0.000,        -0.001,         1.799,        94.116,        35.660,         1.178,        88.000,         1.036,         2.160,       -0.0000,       -0.0000,    0,        43.625,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   265,     P-688,   2022/11/18 08:21:18,           1-11,      15,         0.013,        -0.649,         1.140,         0.356,         20316,       0,    1,                                     BER,                                    STD2,                 H2O, 1668759954.18,         0.244,         0.171,         0.304,         0.180,       110.547,        -0.000,        -0.001,         1.750,        94.490,        35.810,         1.172,        87.637,         1.036,         2.051,       -0.0000,        0.0000,    0,        43.688,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   266,     P-688,   2022/11/18 08:30:15,           1-11,      16,        -0.002,        -0.647,         1.127,         0.340,         20328,       0,    1,                                     BER,                                    STD2,                 H2O, 1668760491.07,         0.259,         0.193,         0.311,         0.189,       115.558,        -0.000,        -0.001,         1.810,        94.521,        35.838,         1.170,        87.804,         1.036,         2.097,       -0.0000,        0.0000,    0,        43.625,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   267,     P-688,   2022/11/18 08:39:13,           1-11,      17,         0.002,        -0.638,         1.100,         0.339,         20330,       0,    1,                                     BER,                                    STD2,                 H2O, 1668761029.40,         0.253,         0.188,         0.296,         0.178,       109.918,        -0.000,        -0.001,         1.745,        94.579,        35.791,         1.173,        87.709,         1.037,         2.019,        0.0000,        0.0000,    0,        43.750,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   268,     P-688,   2022/11/18 08:48:11,           1-11,      18,        -0.020,        -0.651,         1.087,         0.324,         20290,       0,    1,                                     BER,                                    STD2,                 H2O, 1668761566.59,         0.257,         0.200,         0.326,         0.177,       113.966,        -0.000,        -0.001,         1.785,        94.343,        35.648,         1.174,        87.903,         1.034,         2.078,       -0.0000,        0.0000,    0,        43.750,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   269,     P-688,   2022/11/18 08:57:08,           1-11,      19,         0.011,        -0.656,         1.036,         0.358,         20207,       0,    1,                                     BER,                                    STD2,                 H2O, 1668762104.90,         0.253,         0.169,         0.269,         0.187,       118.508,        -0.000,         0.000,         1.879,        93.938,        35.673,         1.157,        86.968,         1.038,         1.984,       -0.0000,       -0.0000,    0,        43.812,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   270,     P-688,   2022/11/18 09:06:06,           1-11,      20,        -0.008,        -0.655,         1.023,         0.338,         20302,       0,    1,                                     BER,                                    STD2,                 H2O, 1668762641.67,         0.246,         0.174,         0.304,         0.178,       119.272,        -0.000,         0.000,         1.879,        94.440,        35.752,         1.167,        87.574,         1.037,         2.054,       -0.0000,        0.0000,    0,        43.812,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   271,     P-688,   2022/11/18 09:15:03,           1-11,      21,         0.026,        -0.630,         1.108,         0.359,         20311,       0,    1,                                     BER,                                    STD2,                 H2O, 1668763178.60,         0.252,         0.190,         0.308,         0.180,       109.846,         0.000,        -0.001,         1.739,        94.417,        35.893,         1.171,        87.618,         1.036,         2.058,       -0.0000,       -0.0000,    0,        43.812,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   272,     P-688,   2022/11/18 09:24:00,           1-11,      22,         0.015,        -0.658,         1.031,         0.362,         20288,       0,    1,                                     BER,                                    STD2,                 H2O, 1668763715.65,         0.259,         0.180,         0.296,         0.190,       111.612,         0.000,         0.001,         1.762,        94.257,        35.821,         1.172,        87.875,         1.033,         2.150,       -0.0000,       -0.0000,    0,        43.812,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   273,     P-688,   2022/11/18 09:32:57,           1-11,      23,         0.018,        -0.643,         1.017,         0.358,         20248,       0,    1,                                     BER,                                    STD2,                 H2O, 1668764253.31,         0.277,         0.194,         0.315,         0.211,       115.422,        -0.000,         0.000,         1.832,        94.115,        35.507,         1.176,        88.000,         1.038,         2.143,       -0.0000,        0.0000,    0,        43.750,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   274,     P-688,   2022/11/18 09:41:56,           1-11,      24,        -0.016,        -0.647,         1.047,         0.326,         20365,       0,    1,                                     BER,                                    STD2,                 H2O, 1668764791.78,         0.252,         0.181,         0.323,         0.181,       112.795,        -0.000,        -0.001,         1.763,        94.684,        35.799,         1.180,        88.384,         1.037,         2.149,       -0.0000,        0.0000,    0,        43.688,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
   275,     P-688,   2022/11/18 09:50:53,           1-11,      25,        -0.012,        -0.670,         1.122,         0.341,         20246,       0,    1,                                     BER,                                    STD2,                 H2O, 1668765329.21,         0.277,         0.219,         0.357,         0.183,       117.313,        -0.000,         0.001,         1.856,        94.043,        35.650,         1.180,        87.839,         1.034,         2.158,        0.0000,        0.0000,    0,        43.688,         1,      11,       2,Baptiste_20000ppm_O17,       0,       1
